Date,Open,High,Low,Close,Adj Close,Volume
2019-11-29,54.250000,54.535000,53.945000,54.185001,54.039322,14155600
2019-12-02,54.115002,54.250000,52.160000,52.312500,52.171856,37203600
2019-12-03,50.467499,51.955002,50.092499,51.915001,51.775429,46523200
2019-12-04,52.755001,52.980000,52.067501,52.355000,52.214241,27342400
2019-12-05,52.575001,52.732498,51.877499,52.185001,52.044701,18488400
2019-12-06,52.880001,53.372501,52.779999,53.042500,52.899891,23223600
2019-12-09,52.812500,53.592499,52.724998,53.042500,52.899891,21188000
2019-12-10,53.345001,54.014999,52.814999,53.494999,53.351173,25638800
2019-12-11,53.599998,54.389999,53.575001,54.334999,54.188923,23379600
2019-12-12,54.044998,56.200001,53.955002,56.017502,55.866901,40434800
2019-12-13,56.047501,57.244999,55.455002,55.997501,55.846954,45470400
2019-12-16,56.474998,57.014999,56.192501,56.287498,56.136169,32097600
2019-12-17,56.474998,57.299999,56.380001,57.072498,56.919060,32119600
2019-12-18,57.422501,57.985001,57.337502,57.377499,57.223236,34354800
2019-12-19,57.724998,59.000000,57.674999,58.865002,58.706745,44536000
2019-12-20,59.532501,60.097500,59.340000,59.842499,59.681614,60304400
2019-12-23,60.130001,60.452499,59.597500,59.705002,59.544487,35506000
2019-12-24,59.549999,59.827499,59.205002,59.654999,59.494617,13886400
2019-12-26,59.689999,60.080002,59.500000,59.797501,59.636738,18285200
2019-12-27,59.950001,60.084999,58.952499,59.217499,59.058292,25464400
2019-12-30,58.997501,59.049999,57.764999,58.080002,57.923855,25805600
2019-12-31,57.724998,58.919998,57.532501,58.825001,58.666851,23100400
2020-01-02,59.687500,59.977501,59.180000,59.977501,59.816250,23753600
2020-01-03,58.775002,59.457500,58.525002,59.017502,58.858833,20538400
2020-01-06,58.080002,59.317501,57.817501,59.264999,59.105659,26263600
2020-01-07,59.549999,60.442501,59.097500,59.982498,59.821232,31485600
2020-01-08,59.939999,60.509998,59.537498,60.095001,59.933434,27710800
2020-01-09,60.962502,61.482498,60.215000,60.755001,60.591663,25511200
2020-01-10,61.832500,62.137501,60.937500,61.080002,60.915783,31629600
2020-01-13,61.915001,63.247501,61.687500,62.994999,62.825638,31984000
2020-01-14,62.564999,62.820000,61.687500,61.820000,61.653793,35908800
2020-01-15,61.947498,62.172501,61.132500,61.392502,61.227448,26310400
2020-01-16,61.930000,62.292500,61.695000,62.232498,62.065182,28419200
2020-01-17,62.424999,62.500000,61.842499,62.320000,62.152454,25379200
2020-01-21,61.952499,62.322498,61.642502,61.985001,61.818356,21791600
2020-01-22,62.439999,63.397499,62.250000,62.527500,62.359402,23924000
2020-01-23,62.930000,63.299999,62.037498,63.215000,63.045044,24451600
2020-01-24,64.375000,64.875000,62.075001,62.619999,62.451645,37351200
2020-01-27,59.560001,60.562500,58.057499,60.049999,59.888550,47053600
2020-01-28,60.712502,62.317501,60.177502,61.992500,61.825832,31097600
2020-01-29,61.847500,62.209999,60.985001,61.384998,61.219967,25884800
2020-01-30,60.402500,61.587502,59.849998,61.452499,61.287285,29050400
2020-01-31,60.992500,61.112499,58.687500,59.107498,58.948586,37042000
2020-02-03,58.924999,60.277500,58.862499,60.082500,59.920963,25556400
2020-02-04,61.507500,61.974998,61.005001,61.782501,61.616394,27154400
2020-02-05,62.997501,63.099998,61.852501,62.689999,62.521454,20822000
2020-02-06,63.035000,63.562500,62.220001,63.562500,63.391621,21828400
2020-02-07,63.160000,63.382500,62.642502,62.897499,62.728405,18975200
2020-02-10,63.125000,65.750000,63.075001,65.742500,65.565758,52960800
2020-02-11,66.830002,68.125000,66.207497,66.972504,66.792442,63855600
2020-02-12,67.502502,68.199997,67.112503,68.135002,67.951813,37464400
2020-02-13,67.552498,68.370003,67.277496,67.695000,67.513000,52801600
2020-02-14,71.815002,73.742500,71.500000,72.447502,72.252731,104192400
2020-02-18,71.410004,74.327499,71.214996,74.142502,73.943169,62016400
2020-02-19,75.372498,78.852501,75.372498,78.675003,78.463478,69433200
